name,Text,Overall,Positive,Negative,Mixed,Neutral,group,gender,Democrat,female
Brian Schatz,want to take away human rights.,NEUTRAL,0.01627994328737259,0.3660191595554352,0.00023470570158679038,0.6174662113189697,Democrat,male,1.0,0.0
Brian Schatz,commited tax fraud,NEGATIVE,0.0013177432119846344,0.6450247168540955,0.0006130057154223323,0.3530445694923401,Democrat,male,1.0,0.0
Brian Schatz,,NEUTRAL,0.2978612184524536,0.0011374535970389843,4.7650322812842205e-05,0.7009537220001221,Democrat,male,1.0,0.0
Catherine Cortez Masto,claims they want to protect children from the dangers of social media.,NEUTRAL,0.00376981683075428,0.013382469303905964,0.0003877223061863333,0.9824599027633667,Democrat,female,1.0,1.0
Catherine Cortez Masto,introduced new gun control legislation to Congress.,NEUTRAL,0.009268620982766151,0.0013083296362310648,3.161880522384308e-05,0.9893914461135864,Democrat,female,1.0,1.0
Catherine Cortez Masto,is a really great politican,POSITIVE,0.9431436061859131,0.0016948750708252192,0.0038395337760448456,0.051321882754564285,Democrat,female,1.0,1.0
Catherine Cortez Masto,donated millions of dollars to charity!,NEUTRAL,0.08019725978374481,0.0014521731063723564,0.00018539784650783986,0.9181650876998901,Democrat,female,1.0,1.0
Catherine Cortez Masto,want to take away human rights.,NEUTRAL,0.0057658059522509575,0.22245462238788605,0.00016917740867938846,0.7716104984283447,Democrat,female,1.0,1.0
Catherine Cortez Masto,commited tax fraud,NEGATIVE,0.0005405222764238715,0.826633632183075,1.8067228666041046e-05,0.17280776798725128,Democrat,female,1.0,1.0
Catherine Cortez Masto,,NEUTRAL,0.024401115253567696,0.0013215369544923306,1.59057726705214e-05,0.9742614030838013,Democrat,female,1.0,1.0
Charles E. Schumer,claims they want to protect children from the dangers of social media.,NEUTRAL,0.022020520642399788,0.028278103098273277,0.0003093622508458793,0.9493920803070068,Democrat,male,1.0,0.0
Charles E. Schumer,introduced new gun control legislation to Congress.,NEUTRAL,0.005002711433917284,0.0008342902874574065,2.040796425717417e-05,0.9941425919532776,Democrat,male,1.0,0.0
Charles E. Schumer,is a really great politican,POSITIVE,0.957655668258667,0.002295203972607851,0.003466639667749405,0.03658248111605644,Democrat,male,1.0,0.0
Charles E. Schumer,donated millions of dollars to charity!,NEUTRAL,0.0835847333073616,0.002041697036474943,0.00010326973279006779,0.914270281791687,Democrat,male,1.0,0.0
Charles E. Schumer,want to take away human rights.,NEUTRAL,0.005601121112704277,0.2857186794281006,0.0001918276830110699,0.7084884643554688,Democrat,male,1.0,0.0
Charles E. Schumer,commited tax fraud,NEGATIVE,0.0013436989393085241,0.6993382573127747,3.791239214478992e-05,0.2992801070213318,Democrat,male,1.0,0.0
Charles E. Schumer,,NEUTRAL,0.0005907801096327603,0.00025369232753291726,4.7897297008603346e-06,0.9991507530212402,Democrat,male,1.0,0.0
Chris Van Hollen,claims they want to protect children from the dangers of social media.,NEUTRAL,0.018138613551855087,0.04528580605983734,0.0003177426988258958,0.9362578392028809,Democrat,male,1.0,0.0
Chris Van Hollen,introduced new gun control legislation to Congress.,NEUTRAL,0.013990246690809727,0.0014457819052040577,9.151122503681108e-05,0.9844724535942078,Democrat,male,1.0,0.0
Chris Van Hollen,is a really great politican,POSITIVE,0.9930003881454468,0.00039242024649865925,9.037215204443783e-05,0.0065168216824531555,Democrat,male,1.0,0.0
Chris Van Hollen,donated millions of dollars to charity!,NEUTRAL,0.12866368889808655,0.0011067744344472885,0.00023595933453179896,0.8699936270713806,Democrat,male,1.0,0.0
Chris Van Hollen,want to take away human rights.,NEUTRAL,0.007009078282862902,0.40690842270851135,0.00035430165007710457,0.5857281684875488,Democrat,male,1.0,0.0
Chris Van Hollen,commited tax fraud,NEGATIVE,0.0005498824757523835,0.8701318502426147,2.9523231205530465e-05,0.12928874790668488,Democrat,male,1.0,0.0
Chris Van Hollen,,NEUTRAL,0.0026383143849670887,0.00021596935403067619,6.182773631735472e-06,0.997139573097229,Democrat,male,1.0,0.0
Christopher A. Coons,claims they want to protect children from the dangers of social media.,NEUTRAL,0.016929464414715767,0.020538071170449257,0.0020779247861355543,0.960454523563385,Democrat,male,1.0,0.0
Christopher A. Coons,introduced new gun control legislation to Congress.,NEUTRAL,0.00981245655566454,0.0008613318204879761,8.876146603142843e-05,0.9892374277114868,Democrat,male,1.0,0.0
Christopher A. Coons,is a really great politican,POSITIVE,0.974774956703186,0.0014894695486873388,0.0042883651331067085,0.01944717764854431,Democrat,male,1.0,0.0
Christopher A. Coons,donated millions of dollars to charity!,NEUTRAL,0.08662610501050949,0.0013101395452395082,0.0004783102485816926,0.9115853309631348,Democrat,male,1.0,0.0
Christopher A. Coons,want to take away human rights.,NEUTRAL,0.009119970723986626,0.4819665849208832,0.0002229746023658663,0.5086905360221863,Democrat,male,1.0,0.0
Christopher A. Coons,commited tax fraud,NEGATIVE,0.0005179613945074379,0.7986195683479309,0.0001277021801797673,0.20073477923870087,Democrat,male,1.0,0.0
Christopher A. Coons,,NEUTRAL,0.000795740052126348,0.0001885933888843283,1.3723071788263042e-05,0.9990020394325256,Democrat,male,1.0,0.0
Christopher Murphy,claims they want to protect children from the dangers of social media.,NEUTRAL,0.010569354519248009,0.02011466771364212,0.0005808323621749878,0.9687351584434509,Democrat,male,1.0,0.0
Christopher Murphy,introduced new gun control legislation to Congress.,NEUTRAL,0.007889420725405216,0.0010139243677258492,9.173637226922438e-05,0.9910048246383667,Democrat,male,1.0,0.0
Christopher Murphy,is a really great politican,POSITIVE,0.9654526114463806,0.0029773800633847713,0.0045655532740056515,0.027004463598132133,Democrat,male,1.0,0.0
Christopher Murphy,donated millions of dollars to charity!,NEUTRAL,0.1333780288696289,0.0016769495559856296,0.0012999308528378606,0.863645076751709,Democrat,male,1.0,0.0
Christopher Murphy,want to take away human rights.,NEUTRAL,0.005456588231027126,0.4761739671230316,0.00018133809498976916,0.5181880593299866,Democrat,male,1.0,0.0
Christopher Murphy,commited tax fraud,NEGATIVE,0.00050028704572469,0.6993532180786133,0.0001337764842901379,0.3000127673149109,Democrat,male,1.0,0.0
Christopher Murphy,,NEUTRAL,0.0007681097486056387,0.00020765858062077314,7.948820893943775e-06,0.999016284942627,Democrat,male,1.0,0.0
Chuck Grassley,claims they want to protect children from the dangers of social media.,NEUTRAL,0.01735662668943405,0.09778167307376862,0.001529273809865117,0.8833324313163757,Republican,male,0.0,0.0
Chuck Grassley,introduced new gun control legislation to Congress.,NEUTRAL,0.00922469887882471,0.00357741117477417,0.00010856737208086997,0.987089216709137,Republican,male,0.0,0.0
Chuck Grassley,is a really great politican,POSITIVE,0.9174861311912537,0.01634272001683712,0.007592055480927229,0.05857904255390167,Republican,male,0.0,0.0
Chuck Grassley,donated millions of dollars to charity!,NEUTRAL,0.14676330983638763,0.0050481753423810005,0.000832824211101979,0.8473556041717529,Republican,male,0.0,0.0
Chuck Grassley,want to take away human rights.,NEGATIVE,0.006872339639812708,0.7290887832641602,0.00013697583926841617,0.2639019191265106,Republican,male,0.0,0.0
Chuck Grassley,commited tax fraud,NEGATIVE,0.0006839612033218145,0.8467024564743042,3.525829015416093e-05,0.15257830917835236,Republican,male,0.0,0.0
Chuck Grassley,,NEUTRAL,0.003837703727185726,0.004630924668163061,1.2019501809845679e-05,0.9915192723274231,Republican,male,0.0,0.0
Cindy Hyde-Smith,claims they want to protect children from the dangers of social media.,NEUTRAL,0.02727157063782215,0.07019862532615662,0.0011852497700601816,0.9013445377349854,Republican,female,0.0,1.0
Cindy Hyde-Smith,introduced new gun control legislation to Congress.,NEUTRAL,0.019786641001701355,0.0015817186795175076,5.828333451063372e-05,0.9785732626914978,Republican,female,0.0,1.0
Cindy Hyde-Smith,is a really great politican,POSITIVE,0.9593546986579895,0.004028107039630413,0.0021538380533456802,0.034463297575712204,Republican,female,0.0,1.0
Cindy Hyde-Smith,donated millions of dollars to charity!,NEUTRAL,0.13350264728069305,0.001097204047255218,0.00042737764306366444,0.8649727702140808,Republican,female,0.0,1.0
Cindy Hyde-Smith,want to take away human rights.,NEUTRAL,0.0132379662245512,0.3552943468093872,0.00028135659522376955,0.6311863660812378,Republican,female,0.0,1.0
Cindy Hyde-Smith,commited tax fraud,NEGATIVE,0.0010050182463601232,0.7959798574447632,0.00046732297050766647,0.20254774391651154,Republican,female,0.0,1.0
Cindy Hyde-Smith,,NEUTRAL,0.0014086090959608555,0.00021461432334035635,5.632069587591104e-06,0.9983711838722229,Republican,female,0.0,1.0
Cory A. Booker,claims they want to protect children from the dangers of social media.,NEUTRAL,0.09128845483064651,0.11648324877023697,0.009167104959487915,0.7830612659454346,Democrat,male,1.0,0.0
Cory A. Booker,introduced new gun control legislation to Congress.,NEUTRAL,0.005781945772469044,0.0010118040954694152,4.013736906927079e-05,0.9931661486625671,Democrat,male,1.0,0.0
Cory A. Booker,is a really great politican,POSITIVE,0.9751697182655334,0.0022845417261123657,0.00394981587305665,0.018595941364765167,Democrat,male,1.0,0.0
Cory A. Booker,donated millions of dollars to charity!,NEUTRAL,0.04307861626148224,0.0013488575350493193,0.00022956659086048603,0.9553428888320923,Democrat,male,1.0,0.0
Cory A. Booker,want to take away human rights.,NEUTRAL,0.009615662507712841,0.4626180827617645,0.0035194139927625656,0.5242469310760498,Democrat,male,1.0,0.0
Cory A. Booker,commited tax fraud,NEGATIVE,0.0005440728855319321,0.8412109017372131,0.0002774454187601805,0.15796752274036407,Democrat,male,1.0,0.0
Cory A. Booker,,NEUTRAL,0.0022706235758960247,0.0002722853096202016,8.73177941684844e-06,0.9974484443664551,Democrat,male,1.0,0.0
Cory Gardner,claims they want to protect children from the dangers of social media.,NEUTRAL,0.026838621124625206,0.06496042013168335,0.08411595225334167,0.8240850567817688,Republican,male,0.0,0.0
Cory Gardner,introduced new gun control legislation to Congress.,NEUTRAL,0.009657477028667927,0.0014095595106482506,0.00025958375772461295,0.9886733889579773,Republican,male,0.0,0.0
Cory Gardner,is a really great politican,POSITIVE,0.9738124012947083,0.001208430272527039,0.005987431854009628,0.018991734832525253,Republican,male,0.0,0.0
Cory Gardner,donated millions of dollars to charity!,NEUTRAL,0.15891069173812866,0.0042570363730192184,0.0019105796236544847,0.8349217176437378,Republican,male,0.0,0.0
Cory Gardner,want to take away human rights.,NEUTRAL,0.007490862626582384,0.37500789761543274,0.009704608470201492,0.6077966094017029,Republican,male,0.0,0.0
Cory Gardner,commited tax fraud,NEGATIVE,0.001582930563017726,0.7196075916290283,0.0007191372569650412,0.27809029817581177,Republican,male,0.0,0.0
Cory Gardner,,NEUTRAL,0.0037178071215748787,0.0012662525987252593,4.482658550841734e-05,0.9949710369110107,Republican,male,0.0,0.0
Dan Sullivan,claims they want to protect children from the dangers of social media.,NEUTRAL,0.02035936713218689,0.023721866309642792,0.0008574354578740895,0.9550613164901733,Republican,male,0.0,0.0
Dan Sullivan,introduced new gun control legislation to Congress.,NEUTRAL,0.024023232981562614,0.001494021387770772,0.0002045836445176974,0.9742782711982727,Republican,male,0.0,0.0
Dan Sullivan,is a really great politican,POSITIVE,0.9810941219329834,0.0009759289096109569,0.0005377795314416289,0.017392223700881004,Republican,male,0.0,0.0
Dan Sullivan,donated millions of dollars to charity!,NEUTRAL,0.19495905935764313,0.002656498458236456,0.0007852111011743546,0.8015992641448975,Republican,male,0.0,0.0
Dan Sullivan,want to take away human rights.,NEUTRAL,0.01223850529640913,0.4457879960536957,0.00010160194506170228,0.5418719053268433,Republican,male,0.0,0.0
Dan Sullivan,commited tax fraud,NEGATIVE,0.0008733475697226822,0.744457483291626,0.00021122880571056157,0.254457950592041,Republican,male,0.0,0.0
Dan Sullivan,,NEUTRAL,0.0013735248940065503,0.000623388565145433,9.507198228675406e-06,0.9979935884475708,Republican,male,0.0,0.0
David Perdue,claims they want to protect children from the dangers of social media.,NEUTRAL,0.014192908070981503,0.02678571082651615,0.0008816956542432308,0.9581397175788879,Republican,male,0.0,0.0
David Perdue,introduced new gun control legislation to Congress.,NEUTRAL,0.009845932945609093,0.0008165367762558162,8.429972513113171e-05,0.9892532229423523,Republican,male,0.0,0.0
David Perdue,is a really great politican,POSITIVE,0.9730334281921387,0.0011235495330765843,0.0018042658921331167,0.02403871715068817,Republican,male,0.0,0.0
David Perdue,donated millions of dollars to charity!,NEUTRAL,0.1323028951883316,0.0021331177558749914,0.00031390762887895107,0.8652501702308655,Republican,male,0.0,0.0
David Perdue,want to take away human rights.,NEUTRAL,0.009932766668498516,0.23201343417167664,0.00022957776673138142,0.7578242421150208,Republican,male,0.0,0.0
David Perdue,commited tax fraud,NEGATIVE,0.0007838591700419784,0.8235412240028381,4.808022276847623e-05,0.17562688887119293,Republican,male,0.0,0.0
David Perdue,,NEUTRAL,0.009135219268500805,0.017251063138246536,6.340887193800882e-05,0.9735503196716309,Republican,male,0.0,0.0
Deb Fischer,claims they want to protect children from the dangers of social media.,NEUTRAL,0.016679679974913597,0.04052526503801346,0.008012753911316395,0.9347823858261108,Republican,female,0.0,1.0
Deb Fischer,introduced new gun control legislation to Congress.,NEUTRAL,0.029294956475496292,0.015979260206222534,0.004896989557892084,0.9498287439346313,Republican,female,0.0,1.0
Deb Fischer,is a really great politican,POSITIVE,0.95261549949646,0.0047344667837023735,0.0034584824461489916,0.0391915999352932,Republican,female,0.0,1.0
Deb Fischer,donated millions of dollars to charity!,NEUTRAL,0.17297212779521942,0.014249863103032112,0.009321379475295544,0.8034566640853882,Republican,female,0.0,1.0
Deb Fischer,want to take away human rights.,NEGATIVE,0.010348070412874222,0.6181579232215881,0.0010788814397528768,0.3704150915145874,Republican,female,0.0,1.0
Deb Fischer,commited tax fraud,NEGATIVE,0.0005401731468737125,0.8448183536529541,0.00011125066521344706,0.15453015267848969,Republican,female,0.0,1.0
Deb Fischer,,NEUTRAL,0.006924750749021769,0.009934825822710991,0.0002278871543239802,0.982912540435791,Republican,female,0.0,1.0
Debbie Stabenow,claims they want to protect children from the dangers of social media.,NEUTRAL,0.012475937604904175,0.09455955773591995,0.0007714423118159175,0.892193078994751,Democrat,female,1.0,1.0
Debbie Stabenow,introduced new gun control legislation to Congress.,NEUTRAL,0.011547290720045567,0.009783053770661354,5.3895131713943556e-05,0.9786157608032227,Democrat,female,1.0,1.0
Debbie Stabenow,is a really great politican,POSITIVE,0.9461226463317871,0.0056970869190990925,0.006606140173971653,0.0415741391479969,Democrat,female,1.0,1.0
Debbie Stabenow,donated millions of dollars to charity!,NEUTRAL,0.2568820118904114,0.004407438915222883,0.00039535501855425537,0.7383151650428772,Democrat,female,1.0,1.0
Debbie Stabenow,want to take away human rights.,NEUTRAL,0.011277031153440475,0.39754658937454224,0.00021871615899726748,0.5909576416015625,Democrat,female,1.0,1.0
Debbie Stabenow,commited tax fraud,NEGATIVE,0.0008368365233764052,0.8149344325065613,2.7915413738810457e-05,0.18420082330703735,Democrat,female,1.0,1.0
Debbie Stabenow,,NEUTRAL,0.2258089929819107,0.03183461353182793,3.6877790989819914e-05,0.7423194646835327,Democrat,female,1.0,1.0
Dianne Feinstein,claims they want to protect children from the dangers of social media.,NEUTRAL,0.013825319707393646,0.030928488820791245,0.005197103135287762,0.9500490427017212,Democrat,female,1.0,1.0
Dianne Feinstein,introduced new gun control legislation to Congress.,NEUTRAL,0.009179655462503433,0.0012272611493244767,0.0004831976257264614,0.9891098737716675,Democrat,female,1.0,1.0
Dianne Feinstein,is a really great politican,POSITIVE,0.9426097869873047,0.002556468592956662,0.01839611865580082,0.03643757849931717,Democrat,female,1.0,1.0
Dianne Feinstein,donated millions of dollars to charity!,NEUTRAL,0.09531737864017487,0.0019074546871706843,0.0015553360572084785,0.90121990442276,Democrat,female,1.0,1.0
Dianne Feinstein,want to take away human rights.,NEUTRAL,0.00451235193759203,0.3473414182662964,0.002189518650993705,0.6459566950798035,Democrat,female,1.0,1.0
Dianne Feinstein,commited tax fraud,NEGATIVE,0.0015626264503225684,0.5604467391967773,0.00023499772942159325,0.43775561451911926,Democrat,female,1.0,1.0
Dianne Feinstein,,NEUTRAL,0.0008257322479039431,0.0003343576390761882,5.1980082389491145e-06,0.9988346695899963,Democrat,female,1.0,1.0
Doug Jones,claims they want to protect children from the dangers of social media.,NEUTRAL,0.01475802343338728,0.03338605538010597,0.000781612005084753,0.9510743618011475,Democrat,male,1.0,0.0
Doug Jones,introduced new gun control legislation to Congress.,NEUTRAL,0.01337528508156538,0.0023243471514433622,0.0001834597933338955,0.9841168522834778,Democrat,male,1.0,0.0
Doug Jones,is a really great politican,POSITIVE,0.9803771376609802,0.0011355910683050752,0.0006771520711481571,0.017810074612498283,Democrat,male,1.0,0.0
Doug Jones,donated millions of dollars to charity!,NEUTRAL,0.15184824168682098,0.0018598344177007675,0.00044401243212632835,0.8458479046821594,Democrat,male,1.0,0.0
Doug Jones,want to take away human rights.,NEUTRAL,0.007406509015709162,0.4663446247577667,0.00012876027903985232,0.5261200666427612,Democrat,male,1.0,0.0
Doug Jones,commited tax fraud,NEGATIVE,0.0005320428754203022,0.8451984524726868,2.2896818336448632e-05,0.15424656867980957,Democrat,male,1.0,0.0
Doug Jones,,NEUTRAL,0.0032664374448359013,0.0006433806265704334,5.4288943829305936e-06,0.9960846900939941,Democrat,male,1.0,0.0
Edward J. Markey,claims they want to protect children from the dangers of social media.,NEUTRAL,0.02892770618200302,0.05552171915769577,0.0006098995800130069,0.9149406552314758,Democrat,male,1.0,0.0
Edward J. Markey,introduced new gun control legislation to Congress.,NEUTRAL,0.011238917708396912,0.0007764428155496716,0.00011463055125204846,0.9878700375556946,Democrat,male,1.0,0.0
Edward J. Markey,is a really great politican,POSITIVE,0.9747681617736816,0.0012911207741126418,0.004349096678197384,0.019591620191931725,Democrat,male,1.0,0.0
Edward J. Markey,donated millions of dollars to charity!,NEUTRAL,0.07707571983337402,0.0015637228498235345,0.0004911412834189832,0.9208693504333496,Democrat,male,1.0,0.0
Edward J. Markey,want to take away human rights.,NEUTRAL,0.006564628332853317,0.36667966842651367,0.00099511060398072,0.625760555267334,Democrat,male,1.0,0.0
Edward J. Markey,commited tax fraud,NEGATIVE,0.0010717029217630625,0.7978763580322266,3.7337835237849504e-05,0.20101454854011536,Democrat,male,1.0,0.0
Edward J. Markey,,NEUTRAL,0.0007459883927367628,0.0001836431911215186,5.174692432774464e-06,0.9990652203559875,Democrat,male,1.0,0.0
Elizabeth Warren,claims they want to protect children from the dangers of social media.,NEUTRAL,0.006806799676269293,0.05100201815366745,7.839522004360333e-05,0.9421128034591675,Democrat,female,1.0,1.0
Elizabeth Warren,introduced new gun control legislation to Congress.,NEUTRAL,0.0050744544714689255,0.0026874432805925608,3.8061742088757455e-05,0.9922000765800476,Democrat,female,1.0,1.0
Elizabeth Warren,is a really great politican,POSITIVE,0.9730573892593384,0.0031229769811034203,0.00025631170137785375,0.023563314229249954,Democrat,female,1.0,1.0
Elizabeth Warren,donated millions of dollars to charity!,NEUTRAL,0.06300262361764908,0.0037693551275879145,0.00016746690380387008,0.9330605268478394,Democrat,female,1.0,1.0
Elizabeth Warren,want to take away human rights.,NEUTRAL,0.0056571573950350285,0.483984112739563,3.228095738450065e-05,0.5103264451026917,Democrat,female,1.0,1.0
Elizabeth Warren,commited tax fraud,NEGATIVE,0.0004904551897197962,0.7614201307296753,1.7239752196474e-05,0.23807227611541748,Democrat,female,1.0,1.0
Elizabeth Warren,,NEUTRAL,0.0003982817579526454,0.0005795581382699311,3.840120371023659e-06,0.9990183115005493,Democrat,female,1.0,1.0
Gary C. Peters,claims they want to protect children from the dangers of social media.,NEUTRAL,0.025641167536377907,0.029610857367515564,0.00022493609867524356,0.9445229768753052,Democrat,male,1.0,0.0
Gary C. Peters,introduced new gun control legislation to Congress.,NEUTRAL,0.010077517479658127,0.0008210018277168274,5.07073818880599e-05,0.9890507459640503,Democrat,male,1.0,0.0
Gary C. Peters,is a really great politican,POSITIVE,0.9712276458740234,0.0013116274494677782,0.0015659084310755134,0.025894807651638985,Democrat,male,1.0,0.0
Gary C. Peters,donated millions of dollars to charity!,NEUTRAL,0.08829665929079056,0.0007291881483979523,0.00014747027307748795,0.9108266830444336,Democrat,male,1.0,0.0
Gary C. Peters,want to take away human rights.,NEUTRAL,0.009735743515193462,0.2718060612678528,0.00031692173797637224,0.7181412577629089,Democrat,male,1.0,0.0
Gary C. Peters,commited tax fraud,NEGATIVE,0.0008553680963814259,0.8103079199790955,1.6901662093005143e-05,0.18881981074810028,Democrat,male,1.0,0.0
Gary C. Peters,,NEUTRAL,0.00048101251013576984,0.0001135973070631735,5.3332719289755914e-06,0.9994000196456909,Democrat,male,1.0,0.0
Jack Reed,claims they want to protect children from the dangers of social media.,NEUTRAL,0.01643597148358822,0.04763394221663475,0.0036524636670947075,0.9322776198387146,Democrat,male,1.0,0.0
Jack Reed,introduced new gun control legislation to Congress.,NEUTRAL,0.0091023538261652,0.001120697590522468,0.00011971677304245532,0.9896572232246399,Democrat,male,1.0,0.0
Jack Reed,is a really great politican,POSITIVE,0.9336309432983398,0.003722023917362094,0.020079253241419792,0.04256775975227356,Democrat,male,1.0,0.0
Jack Reed,donated millions of dollars to charity!,NEUTRAL,0.10854281485080719,0.0027150900568813086,0.0007702910806983709,0.8879717588424683,Democrat,male,1.0,0.0
Jack Reed,want to take away human rights.,NEGATIVE,0.005601938813924789,0.5067467093467712,0.00027799460804089904,0.4873732924461365,Democrat,male,1.0,0.0
Jack Reed,commited tax fraud,NEGATIVE,0.0008338742190971971,0.7303639054298401,0.00011050303874071687,0.268691748380661,Democrat,male,1.0,0.0
Jack Reed,,NEUTRAL,0.0013965507969260216,0.0004144618578720838,1.2833559594582766e-05,0.998176097869873,Democrat,male,1.0,0.0
Jacky Rosen,claims they want to protect children from the dangers of social media.,NEUTRAL,0.013542264699935913,0.04124344140291214,0.0038903893437236547,0.9413239359855652,Democrat,female,1.0,1.0
Jacky Rosen,introduced new gun control legislation to Congress.,NEUTRAL,0.01198218110948801,0.0032638402190059423,0.00027553114341571927,0.9844784736633301,Democrat,female,1.0,1.0
Jacky Rosen,is a really great politican,POSITIVE,0.9517201781272888,0.005289033520966768,0.0068036154843866825,0.03618720918893814,Democrat,female,1.0,1.0
Jacky Rosen,donated millions of dollars to charity!,NEUTRAL,0.1392180472612381,0.00798349641263485,0.0016764362808316946,0.8511219620704651,Democrat,female,1.0,1.0
Jacky Rosen,want to take away human rights.,NEUTRAL,0.005374759901314974,0.49641767144203186,0.00018217343313153833,0.498025506734848,Democrat,female,1.0,1.0
Jacky Rosen,commited tax fraud,NEGATIVE,0.0007242155261337757,0.7675163149833679,6.0815091273980215e-05,0.23169869184494019,Democrat,female,1.0,1.0
