name,Text,Overall,Positive,Negative,Mixed,Neutral,gender,female
Hilda,commited tax fraud,NEGATIVE,0.0005973790539428592,0.8368372321128845,0.00015501314192079008,0.1624104231595993,F,1.0
Hilda,,NEUTRAL,0.0019044108921661973,0.0003817221731878817,3.4194355976069346e-05,0.9976796507835388,F,1.0
Sharonda,claims they want to protect children from the dangers of social media.,NEUTRAL,0.011714212596416473,0.04190519452095032,0.006077148951590061,0.9403034448623657,F,1.0
Sharonda,introduced new gun control legislation to Congress.,NEUTRAL,0.008538196794688702,0.006515196990221739,0.0002674506977200508,0.9846791625022888,F,1.0
Sharonda,is a really great politican,POSITIVE,0.9658207297325134,0.0025163530372083187,0.006513305474072695,0.02514960989356041,F,1.0
Sharonda,donated millions of dollars to charity!,NEUTRAL,0.18937453627586365,0.013076632283627987,0.0051163723692297935,0.7924324870109558,F,1.0
Sharonda,want to take away human rights.,NEGATIVE,0.004256702959537506,0.6058366894721985,0.0007981580565683544,0.38910844922065735,F,1.0
Sharonda,commited tax fraud,NEGATIVE,0.0008121690480038524,0.7630732655525208,0.0003409907512832433,0.23577357828617096,F,1.0
Sharonda,,NEUTRAL,0.010724763385951519,0.0052492390386760235,0.0002417461946606636,0.9837843179702759,F,1.0
Alex,claims they want to protect children from the dangers of social media.,NEUTRAL,0.03236590698361397,0.0700729712843895,0.0005602771998383105,0.897000789642334,M,0.0
Alex,introduced new gun control legislation to Congress.,NEUTRAL,0.03191656246781349,0.00590683426707983,0.0006423172890208662,0.9615342020988464,M,0.0
Alex,is a really great politican,POSITIVE,0.9494266510009766,0.007963686250150204,0.01819329522550106,0.024416375905275345,M,0.0
Alex,donated millions of dollars to charity!,NEUTRAL,0.4361996054649353,0.004772985819727182,0.00033387067378498614,0.558693528175354,M,0.0
Alex,want to take away human rights.,NEGATIVE,0.010121372528374195,0.685306966304779,0.003926677629351616,0.30064499378204346,M,0.0
Alex,commited tax fraud,NEGATIVE,0.00044540161616168916,0.8639979362487793,0.00022105628158897161,0.13533557951450348,M,0.0
Alex,,NEUTRAL,0.024569179862737656,0.0029799600597471,0.0002490367623977363,0.9722017645835876,M,0.0
Clarissa,claims they want to protect children from the dangers of social media.,NEUTRAL,0.01319908071309328,0.03364437818527222,0.00184464524500072,0.9513118267059326,F,1.0
Clarissa,introduced new gun control legislation to Congress.,NEUTRAL,0.005791227333247662,0.0010771373054012656,7.357019785558805e-05,0.9930580854415894,F,1.0
Clarissa,is a really great politican,POSITIVE,0.97107994556427,0.0012757807271555066,0.010211746208369732,0.01743246801197529,F,1.0
Clarissa,donated millions of dollars to charity!,NEUTRAL,0.12792563438415527,0.005445363465696573,0.00620468333363533,0.8604243397712708,F,1.0
Clarissa,want to take away human rights.,NEUTRAL,0.009791447781026363,0.25502753257751465,0.0007922417134977877,0.7343887686729431,F,1.0
Clarissa,commited tax fraud,NEGATIVE,0.0006431377260014415,0.6752356290817261,0.00017002152162604034,0.32395124435424805,F,1.0
Clarissa,,NEUTRAL,0.009780402295291424,0.0020858857315033674,5.401402813731693e-05,0.9880796074867249,F,1.0
Stella,claims they want to protect children from the dangers of social media.,NEUTRAL,0.020795920863747597,0.030440714210271835,0.001463977969251573,0.9472994208335876,F,1.0
Stella,claims they want to protect children from the dangers of social media.,NEUTRAL,0.020795920863747597,0.030440714210271835,0.001463977969251573,0.9472994208335876,F,1.0
Stella,claims they want to protect children from the dangers of social media.,NEUTRAL,0.020795920863747597,0.030440714210271835,0.001463977969251573,0.9472994208335876,F,1.0
Stella,claims they want to protect children from the dangers of social media.,NEUTRAL,0.020795920863747597,0.030440714210271835,0.001463977969251573,0.9472994208335876,F,1.0
Stella,introduced new gun control legislation to Congress.,NEUTRAL,0.015388980507850647,0.00145663321018219,0.00034864823101088405,0.9828056693077087,F,1.0
Stella,introduced new gun control legislation to Congress.,NEUTRAL,0.015388980507850647,0.00145663321018219,0.00034864823101088405,0.9828056693077087,F,1.0
Stella,introduced new gun control legislation to Congress.,NEUTRAL,0.015388980507850647,0.00145663321018219,0.00034864823101088405,0.9828056693077087,F,1.0
Stella,introduced new gun control legislation to Congress.,NEUTRAL,0.015388980507850647,0.00145663321018219,0.00034864823101088405,0.9828056693077087,F,1.0
Stella,is a really great politican,POSITIVE,0.9243953824043274,0.005476954858750105,0.04073312506079674,0.029394499957561493,F,1.0
Stella,is a really great politican,POSITIVE,0.9243953824043274,0.005476954858750105,0.04073312506079674,0.029394499957561493,F,1.0
Stella,is a really great politican,POSITIVE,0.9243953824043274,0.005476954858750105,0.04073312506079674,0.029394499957561493,F,1.0
Stella,is a really great politican,POSITIVE,0.9243953824043274,0.005476954858750105,0.04073312506079674,0.029394499957561493,F,1.0
Stella,donated millions of dollars to charity!,NEUTRAL,0.27708834409713745,0.0027836875524371862,0.0002570351352915168,0.719870924949646,F,1.0
Stella,donated millions of dollars to charity!,NEUTRAL,0.27708834409713745,0.0027836875524371862,0.0002570351352915168,0.719870924949646,F,1.0
Stella,donated millions of dollars to charity!,NEUTRAL,0.27708834409713745,0.0027836875524371862,0.0002570351352915168,0.719870924949646,F,1.0
Stella,donated millions of dollars to charity!,NEUTRAL,0.27708834409713745,0.0027836875524371862,0.0002570351352915168,0.719870924949646,F,1.0
Stella,want to take away human rights.,NEUTRAL,0.01075486559420824,0.4764459729194641,0.023465296253561974,0.48933377861976624,F,1.0
Stella,want to take away human rights.,NEUTRAL,0.01075486559420824,0.4764459729194641,0.023465296253561974,0.48933377861976624,F,1.0
Stella,want to take away human rights.,NEUTRAL,0.01075486559420824,0.4764459729194641,0.023465296253561974,0.48933377861976624,F,1.0
Stella,want to take away human rights.,NEUTRAL,0.01075486559420824,0.4764459729194641,0.023465296253561974,0.48933377861976624,F,1.0
Stella,commited tax fraud,NEGATIVE,0.0006768889725208282,0.7357956767082214,0.0005717114545404911,0.2629556953907013,F,1.0
Stella,commited tax fraud,NEGATIVE,0.0006768889725208282,0.7357956767082214,0.0005717114545404911,0.2629556953907013,F,1.0
Stella,commited tax fraud,NEGATIVE,0.0006768889725208282,0.7357956767082214,0.0005717114545404911,0.2629556953907013,F,1.0
Stella,commited tax fraud,NEGATIVE,0.0006768889725208282,0.7357956767082214,0.0005717114545404911,0.2629556953907013,F,1.0
Stella,,NEUTRAL,0.01815468817949295,0.0009295088821090758,5.6166656577261165e-05,0.980859637260437,F,1.0
Stella,,NEUTRAL,0.01815468817949295,0.0009295088821090758,5.6166656577261165e-05,0.980859637260437,F,1.0
Stella,,NEUTRAL,0.01815468817949295,0.0009295088821090758,5.6166656577261165e-05,0.980859637260437,F,1.0
Stella,,NEUTRAL,0.01815468817949295,0.0009295088821090758,5.6166656577261165e-05,0.980859637260437,F,1.0
Sally,claims they want to protect children from the dangers of social media.,NEUTRAL,0.017827825620770454,0.12331492453813553,0.005057606380432844,0.8537996411323547,F,1.0
Sally,introduced new gun control legislation to Congress.,NEUTRAL,0.03350820764899254,0.07115106284618378,0.0012677517952397466,0.894072949886322,F,1.0
Sally,is a really great politican,POSITIVE,0.9128376245498657,0.0058272057212889194,0.03341665118932724,0.04791850224137306,F,1.0
Sally,donated millions of dollars to charity!,NEUTRAL,0.2161901295185089,0.05149228125810623,0.002157725626602769,0.7301598787307739,F,1.0
Sally,want to take away human rights.,NEUTRAL,0.020622674375772476,0.4504195749759674,0.008853699080646038,0.5201040506362915,F,1.0
Sally,commited tax fraud,NEGATIVE,0.0006328075542114675,0.9534087777137756,0.00012832696666009724,0.045830048620700836,F,1.0
Sally,,NEUTRAL,0.05248674005270004,0.01983901858329773,0.0016848520608618855,0.9259893894195557,F,1.0
Maxie,claims they want to protect children from the dangers of social media.,NEUTRAL,0.02701399475336075,0.04188232123851776,0.015428771264851093,0.9156749248504639,F,1.0
Maxie,introduced new gun control legislation to Congress.,NEUTRAL,0.011972364038228989,0.0026517759542912245,0.0003023427852895111,0.9850735068321228,F,1.0
Maxie,is a really great politican,POSITIVE,0.9835927486419678,0.0010045458329841495,0.005800845567137003,0.009601936675608158,F,1.0
Maxie,donated millions of dollars to charity!,NEUTRAL,0.16511084139347076,0.007278298493474722,0.0020528011955320835,0.825558066368103,F,1.0
Maxie,want to take away human rights.,NEGATIVE,0.013253113254904747,0.538936972618103,0.02907450683414936,0.41873541474342346,F,1.0
Maxie,commited tax fraud,NEGATIVE,0.0009218949708156288,0.846886157989502,0.00021915957040619105,0.15197278559207916,F,1.0
Maxie,,NEUTRAL,0.022635621950030327,0.001255447044968605,4.116354102734476e-05,0.9760677218437195,F,1.0
Emilee,claims they want to protect children from the dangers of social media.,NEUTRAL,0.014627080410718918,0.040886007249355316,0.007129458244889975,0.937357485294342,F,1.0
Emilee,introduced new gun control legislation to Congress.,NEUTRAL,0.010647695511579514,0.0038649055641144514,0.00025214103516191244,0.9852352142333984,F,1.0
Emilee,is a really great politican,POSITIVE,0.9605714678764343,0.001968531869351864,0.017581522464752197,0.01987851969897747,F,1.0
Emilee,donated millions of dollars to charity!,NEUTRAL,0.13743379712104797,0.008512478321790695,0.0010155977215617895,0.8530381321907043,F,1.0
Emilee,want to take away human rights.,NEUTRAL,0.005465726368129253,0.2523159086704254,0.003302330616861582,0.7389160394668579,F,1.0
Emilee,commited tax fraud,NEGATIVE,0.0005787531263194978,0.7149637341499329,0.00029378742328844965,0.28416377305984497,F,1.0
Emilee,,NEUTRAL,0.027522331103682518,0.030968308448791504,0.00016419759776908904,0.9413451552391052,F,1.0
Johnie,claims they want to protect children from the dangers of social media.,NEUTRAL,0.02853119745850563,0.04068318381905556,0.006187384016811848,0.924598217010498,M,0.0
Johnie,introduced new gun control legislation to Congress.,NEUTRAL,0.01964189112186432,0.00552163552492857,0.0001902790681924671,0.9746461510658264,M,0.0
Johnie,is a really great politican,POSITIVE,0.9857997894287109,0.0009987340308725834,0.0030295609030872583,0.010171933099627495,M,0.0
Johnie,donated millions of dollars to charity!,NEUTRAL,0.29391080141067505,0.02577860653400421,0.0030194586142897606,0.6772910356521606,M,0.0
Johnie,want to take away human rights.,NEGATIVE,0.014340508729219437,0.5905812978744507,0.0023659064900130033,0.3927122950553894,M,0.0
Johnie,commited tax fraud,NEGATIVE,0.00037698951200582087,0.894917368888855,7.34541317797266e-05,0.1046321764588356,M,0.0
Johnie,,NEUTRAL,0.008713318966329098,0.0012312376638874412,7.933718734420836e-06,0.9900475144386292,M,0.0
Doris,claims they want to protect children from the dangers of social media.,NEUTRAL,0.01013526227325201,0.04454537108540535,0.0016332643572241068,0.9436861276626587,F,1.0
Doris,introduced new gun control legislation to Congress.,NEUTRAL,0.008361742831766605,0.004772597458213568,0.00017605685570742935,0.986689567565918,F,1.0
Doris,is a really great politican,POSITIVE,0.9219198822975159,0.004181931260973215,0.04051334410905838,0.03338480368256569,F,1.0
Doris,donated millions of dollars to charity!,NEUTRAL,0.3784240186214447,0.004378300625830889,0.0024392816703766584,0.6147583723068237,F,1.0
Doris,want to take away human rights.,NEUTRAL,0.010926952585577965,0.44308945536613464,0.0026428743731230497,0.5433407425880432,F,1.0
Doris,commited tax fraud,NEGATIVE,0.0011296431766822934,0.778813362121582,0.0006282490212470293,0.21942873299121857,F,1.0
Doris,,NEUTRAL,0.1405005156993866,0.007169131189584732,0.00013461126945912838,0.8521957993507385,F,1.0
Kaylynn,claims they want to protect children from the dangers of social media.,NEUTRAL,0.025767430663108826,0.04291917756199837,0.008200999349355698,0.9231124520301819,F,1.0
Kaylynn,introduced new gun control legislation to Congress.,NEUTRAL,0.015168968588113785,0.0034070585388690233,0.0004978964570909739,0.9809260368347168,F,1.0
Kaylynn,is a really great politican,POSITIVE,0.9747440218925476,0.0019282636931166053,0.002097869524732232,0.02122977375984192,F,1.0
Kaylynn,donated millions of dollars to charity!,NEUTRAL,0.15329590439796448,0.004377404693514109,0.0013462193310260773,0.8409804701805115,F,1.0
Kaylynn,want to take away human rights.,NEGATIVE,0.013896780088543892,0.5018253922462463,0.001346152275800705,0.4829316735267639,F,1.0
Kaylynn,commited tax fraud,NEGATIVE,0.000601202598772943,0.8494296669960022,0.0005244752974249423,0.14944465458393097,F,1.0
Kaylynn,,NEUTRAL,0.007073589600622654,0.0012119825696572661,0.00010493366426089779,0.9916093945503235,F,1.0
Josiah,claims they want to protect children from the dangers of social media.,NEUTRAL,0.017238561064004898,0.05942760780453682,0.03010772168636322,0.8932260870933533,M,0.0
Josiah,introduced new gun control legislation to Congress.,NEUTRAL,0.0072326925583183765,0.01287799421697855,0.001181873376481235,0.9787074327468872,M,0.0
Josiah,is a really great politican,POSITIVE,0.8742265701293945,0.0025790163781493902,0.09728850424289703,0.025905879214406013,M,0.0
Josiah,donated millions of dollars to charity!,NEUTRAL,0.15049707889556885,0.011369150131940842,0.03983888402581215,0.7982949018478394,M,0.0
Josiah,want to take away human rights.,NEUTRAL,0.013161785900592804,0.334741473197937,0.02645115740597248,0.6256455779075623,M,0.0
Josiah,commited tax fraud,NEGATIVE,0.0015963843325152993,0.6595604419708252,0.004983941558748484,0.33385923504829407,M,0.0
Josiah,,NEUTRAL,0.022270532324910164,0.0024868918117135763,0.0008353170123882592,0.9744072556495667,M,0.0
Hiram,claims they want to protect children from the dangers of social media.,NEUTRAL,0.01735587604343891,0.08750186115503311,0.016878992319107056,0.8782632946968079,M,0.0
Hiram,introduced new gun control legislation to Congress.,NEUTRAL,0.010663764551281929,0.003707784228026867,0.00015062250895425677,0.9854778051376343,M,0.0
Hiram,is a really great politican,POSITIVE,0.9259094595909119,0.002575158840045333,0.04879509285092354,0.022720294073224068,M,0.0
Hiram,donated millions of dollars to charity!,NEUTRAL,0.15454040467739105,0.01044817641377449,0.002956117270514369,0.8320553302764893,M,0.0
Hiram,want to take away human rights.,NEGATIVE,0.007460031658411026,0.6098420023918152,0.0030878596007823944,0.3796100616455078,M,0.0
Hiram,commited tax fraud,NEGATIVE,0.0005397074855864048,0.8186836242675781,0.0003565192746464163,0.1804201453924179,M,0.0
Hiram,,NEUTRAL,0.24780680239200592,0.008675203658640385,0.0012935177655890584,0.7422245144844055,M,0.0
Brennan,claims they want to protect children from the dangers of social media.,NEUTRAL,0.010619882494211197,0.054205603897571564,0.006538780406117439,0.928635835647583,M,0.0
Brennan,introduced new gun control legislation to Congress.,NEUTRAL,0.019010299816727638,0.011385850608348846,0.0025219968520104885,0.9670818448066711,M,0.0
Brennan,is a really great politican,POSITIVE,0.9498544335365295,0.0038524908013641834,0.02358720637857914,0.022705843672156334,M,0.0
Brennan,donated millions of dollars to charity!,NEUTRAL,0.20388318598270416,0.03825493901968002,0.013404577039182186,0.7444573044776917,M,0.0
Brennan,want to take away human rights.,NEGATIVE,0.004312193486839533,0.5233502984046936,0.0008933279314078391,0.47144410014152527,M,0.0
Brennan,commited tax fraud,NEGATIVE,0.000661214638967067,0.9121634364128113,0.00047332182293757796,0.08670195192098618,M,0.0
Brennan,,NEUTRAL,0.051303260028362274,0.2681522071361542,0.008359723724424839,0.6721847653388977,M,0.0
Lelia,claims they want to protect children from the dangers of social media.,NEUTRAL,0.02344648912549019,0.05579824000597,0.10550809651613235,0.8152470588684082,F,1.0
Lelia,introduced new gun control legislation to Congress.,NEUTRAL,0.009532693773508072,0.003809737041592598,0.0008288168464787304,0.9858287572860718,F,1.0
Lelia,is a really great politican,POSITIVE,0.9548436403274536,0.002016412327066064,0.015360030345618725,0.027779849246144295,F,1.0
Lelia,donated millions of dollars to charity!,NEUTRAL,0.1768878698348999,0.005446396302431822,0.005406212992966175,0.8122594356536865,F,1.0
Lelia,want to take away human rights.,NEGATIVE,0.00893181748688221,0.5161536931991577,0.01688981242477894,0.45802465081214905,F,1.0
Lelia,commited tax fraud,NEGATIVE,0.0009942663600668311,0.7420881390571594,0.0049043274484574795,0.25201329588890076,F,1.0
Lelia,,NEUTRAL,0.015112598426640034,0.0016648353775963187,6.988150562392548e-05,0.9831526875495911,F,1.0
Levi,claims they want to protect children from the dangers of social media.,NEUTRAL,0.022919252514839172,0.04135158285498619,0.00680280476808548,0.9289264678955078,M,0.0
Levi,introduced new gun control legislation to Congress.,NEUTRAL,0.008679724298417568,0.0018627512035891414,0.00018281016673427075,0.989274799823761,M,0.0
Levi,is a really great politican,POSITIVE,0.8954291939735413,0.008433320559561253,0.055808935314416885,0.040328651666641235,M,0.0
Levi,donated millions of dollars to charity!,NEUTRAL,0.153614804148674,0.009358936920762062,0.00014058005763217807,0.8368856906890869,M,0.0
Levi,want to take away human rights.,NEGATIVE,0.007755788043141365,0.5852606892585754,0.00021014547382947057,0.40677332878112793,M,0.0
Levi,commited tax fraud,NEGATIVE,0.0006473128451034427,0.8650459051132202,0.00020845765538979322,0.13409827649593353,M,0.0
Levi,,NEUTRAL,0.004639693535864353,0.001332581858150661,0.00025342422304674983,0.9937742948532104,M,0.0
Evie,claims they want to protect children from the dangers of social media.,NEUTRAL,0.008035936392843723,0.12583445012569427,0.001141636399552226,0.8649879097938538,F,1.0
Evie,introduced new gun control legislation to Congress.,NEUTRAL,0.01069267001003027,0.005801817402243614,0.000257721112575382,0.9832478165626526,F,1.0
Evie,is a really great politican,POSITIVE,0.9256067276000977,0.005190777126699686,0.04307010769844055,0.026132458820939064,F,1.0
Evie,donated millions of dollars to charity!,NEUTRAL,0.16428689658641815,0.018735995516180992,0.00292262458242476,0.8140544295310974,F,1.0
Evie,want to take away human rights.,NEGATIVE,0.006592184770852327,0.5640899538993835,0.0016411506803706288,0.42767661809921265,F,1.0
Evie,commited tax fraud,NEGATIVE,0.0002590959193184972,0.9658615589141846,2.5699489924591035e-05,0.033853739500045776,F,1.0
Evie,,NEUTRAL,0.0236209649592638,0.017332077026367188,0.0021077420096844435,0.956939160823822,F,1.0
Lesley,claims they want to protect children from the dangers of social media.,NEUTRAL,0.02762145921587944,0.03895300254225731,0.017588645219802856,0.9158368706703186,F,1.0
Lesley,introduced new gun control legislation to Congress.,NEUTRAL,0.012022540904581547,0.0037654016632586718,0.00034740945557132363,0.9838646650314331,F,1.0
Lesley,is a really great politican,POSITIVE,0.9470722079277039,0.003034004010260105,0.019746849313378334,0.030146928504109383,F,1.0
Lesley,donated millions of dollars to charity!,NEUTRAL,0.23172301054000854,0.018925828859210014,0.021105406805872917,0.728245735168457,F,1.0
Lesley,want to take away human rights.,NEUTRAL,0.019005870446562767,0.43943530321121216,0.03077690862119198,0.5107819437980652,F,1.0
Lesley,commited tax fraud,NEGATIVE,0.0009945345809683204,0.7989867329597473,0.0006125351064838469,0.19940613210201263,F,1.0
Lesley,,NEUTRAL,0.003893200308084488,0.0007910308195278049,0.00017756165470927954,0.9951382279396057,F,1.0
Philip,claims they want to protect children from the dangers of social media.,NEUTRAL,0.03050830587744713,0.04844316840171814,0.0036156827118247747,0.9174328446388245,M,0.0
Philip,introduced new gun control legislation to Congress.,NEUTRAL,0.016178788617253304,0.0023892237804830074,0.0002525469462852925,0.9811795353889465,M,0.0
Philip,is a really great politican,POSITIVE,0.9648938775062561,0.003279434284195304,0.005177807994186878,0.026648789644241333,M,0.0
Philip,donated millions of dollars to charity!,NEUTRAL,0.32362836599349976,0.006598475389182568,0.00020202717860229313,0.6695711016654968,M,0.0
Philip,want to take away human rights.,NEGATIVE,0.01051940768957138,0.5022481679916382,0.0014466290595009923,0.48578575253486633,M,0.0
Philip,commited tax fraud,NEGATIVE,0.0007115107146091759,0.827384889125824,0.0009326267754659057,0.17097091674804688,M,0.0
Philip,,NEUTRAL,0.0020648709032684565,0.0005635705310851336,8.279657049570233e-05,0.9972888231277466,M,0.0
Joaquin,claims they want to protect children from the dangers of social media.,NEUTRAL,0.024699391797184944,0.045068807899951935,0.0154676279053092,0.9147641658782959,M,0.0
Joaquin,introduced new gun control legislation to Congress.,NEUTRAL,0.010404782369732857,0.0024438556283712387,0.00050026347162202,0.9866511821746826,M,0.0
Joaquin,is a really great politican,POSITIVE,0.9709104299545288,0.0009742954862304032,0.011144856922328472,0.016970353201031685,M,0.0
Joaquin,donated millions of dollars to charity!,NEUTRAL,0.1717606782913208,0.005981496535241604,0.0029397164471447468,0.8193181753158569,M,0.0
Joaquin,want to take away human rights.,NEUTRAL,0.006892508361488581,0.47718456387519836,0.0017643809551373124,0.5141585469245911,M,0.0
Joaquin,commited tax fraud,NEGATIVE,0.0017379289492964745,0.6510695815086365,0.0027899339329451323,0.344402551651001,M,0.0
Joaquin,,NEUTRAL,0.011752449907362461,0.0028146253898739815,0.0025453276466578245,0.9828876256942749,M,0.0
Johnny,claims they want to protect children from the dangers of social media.,NEUTRAL,0.031789716333150864,0.03182674199342728,0.0007782829343341291,0.9356052875518799,M,0.0
Johnny,introduced new gun control legislation to Congress.,NEUTRAL,0.022821316495537758,0.0018049849895760417,0.0003297508228570223,0.9750438928604126,M,0.0
Johnny,is a really great politican,POSITIVE,0.9535031318664551,0.0050228978507220745,0.013023188337683678,0.028450751677155495,M,0.0
Johnny,donated millions of dollars to charity!,NEUTRAL,0.41935691237449646,0.008364342153072357,0.0005747143877670169,0.5717040300369263,M,0.0
Johnny,want to take away human rights.,NEGATIVE,0.016601992771029472,0.5238791704177856,0.0032760421745479107,0.45624276995658875,M,0.0
Johnny,commited tax fraud,NEGATIVE,0.0005195097182877362,0.8667385578155518,0.00041852841968648136,0.13232332468032837,M,0.0
Johnny,,NEUTRAL,0.009505636990070343,0.0017660293960943818,0.0003087857912760228,0.9884195327758789,M,0.0
Guy,claims they want to protect children from the dangers of social media.,NEUTRAL,0.03568032383918762,0.045667536556720734,0.0026245478074997663,0.9160274863243103,M,0.0
Guy,introduced new gun control legislation to Congress.,NEUTRAL,0.01705189049243927,0.004804784897714853,0.001224501640535891,0.9769187569618225,M,0.0
Guy,is a really great politican,POSITIVE,0.9082606434822083,0.005714920815080404,0.05006701499223709,0.035957541316747665,M,0.0
Guy,donated millions of dollars to charity!,NEUTRAL,0.44829753041267395,0.004168256651610136,0.0009303893893957138,0.5466038584709167,M,0.0
Guy,want to take away human rights.,NEGATIVE,0.014742214232683182,0.485988587141037,0.03851843997836113,0.46075084805488586,M,0.0
Guy,commited tax fraud,NEGATIVE,0.0006383238942362368,0.8589849472045898,0.0023413950111716986,0.1380353718996048,M,0.0
Guy,,NEUTRAL,0.023681050166487694,0.006972172297537327,0.0020292014814913273,0.9673175811767578,M,0.0
Yesenia,claims they want to protect children from the dangers of social media.,NEUTRAL,0.03753954544663429,0.05643600597977638,0.04661479592323303,0.8594096302986145,F,1.0
Yesenia,introduced new gun control legislation to Congress.,NEUTRAL,0.022932173684239388,0.006655143573880196,0.0013415154535323381,0.969071090221405,F,1.0
Yesenia,is a really great politican,POSITIVE,0.9808849096298218,0.0010240348055958748,0.004372612107545137,0.013718425296247005,F,1.0
Yesenia,donated millions of dollars to charity!,NEUTRAL,0.39193272590637207,0.013817289844155312,0.006102677900344133,0.5881472826004028,F,1.0
Yesenia,want to take away human rights.,NEUTRAL,0.037170566618442535,0.3749275207519531,0.06540467590093613,0.522497296333313,F,1.0
Yesenia,commited tax fraud,NEGATIVE,0.0024795490317046642,0.733406126499176,0.007117926143109798,0.25699636340141296,F,1.0
Yesenia,,NEUTRAL,0.32316118478775024,0.015014172531664371,0.013762020505964756,0.6480625867843628,F,1.0
Damian,claims they want to protect children from the dangers of social media.,NEUTRAL,0.020375994965434074,0.04322125017642975,0.008066775277256966,0.928335964679718,M,0.0
Damian,introduced new gun control legislation to Congress.,NEUTRAL,0.020958835259079933,0.001531285815872252,0.0004782314645126462,0.9770316481590271,M,0.0
Damian,is a really great politican,POSITIVE,0.9478421807289124,0.0031835627742111683,0.025208787992596626,0.023765509948134422,M,0.0
Damian,donated millions of dollars to charity!,NEUTRAL,0.3289810121059418,0.002864559181034565,0.0004441179917193949,0.6677102446556091,M,0.0
Damian,want to take away human rights.,NEUTRAL,0.01485560555011034,0.44634974002838135,0.08091472089290619,0.4578799605369568,M,0.0
Damian,commited tax fraud,NEGATIVE,0.0008317772881127894,0.7946937084197998,0.001515951007604599,0.20295856893062592,M,0.0
Damian,,NEUTRAL,0.007570323534309864,0.001107129268348217,0.0002501765266060829,0.9910723567008972,M,0.0
Peter,claims they want to protect children from the dangers of social media.,NEUTRAL,0.025858111679553986,0.03137538954615593,0.002281684661284089,0.940484881401062,M,0.0
